Review,Studiengang,cleaned_review,sentiment,category
"Wer motiviert ist und sich ausprobieren möchte, wer gerne auch selbst etwas auf die Beine stellt und das Studium nicht nur auf das Einhalten des Stundenplans beschränkt, der wird in Mittweida seinen Weg finden und viel lernen. Wichtig ist, was man selbst aus dem Angebot, das einem gestellt wird, und aus der Motivation der Kommilitonen macht.",Mittweida,wer motiviert ausprobieren möchte wer gerne beine stellt einhalten stundenplans beschränkt mittweida finden lernen wichtig angebot gestellt motivation kommilitonen macht,0.0,Sonstiges
"Die technische Ausstattung in der Fakultät Medien wurde im Jahr 2014/2015 komplett erneuert inkl. TV-Studio und Radio. Wir sind damit teilweise besser ausgestattet als kommerzielle Studios. Prima crossmediale Ausbildung, die gerade bei öffentlich-rechtlichen Fernsehanstalten aus Erfahrung geschätzt wird.",Mittweida,technische ausstattung fakultät medien wurde jahr komplett erneuert inkl radio teilweise besser ausgestattet kommerzielle studios prima crossmediale ausbildung gerade fernsehanstalten erfahrung geschätzt,0.0,Ausstattung
"Mittweida ist zwar eine Kleinstadt und hat weder shoppingtechnisch noch clubtechnisch viel zu bieten, aber durch die Größe hat es irgendwie Charme. Man lernt schnell Leute kennen und trifft die auch im Alltag oft wieder. Kein Wunder bei über der Hälfte an Einwohnern, die Studenten sind.Der Studiengang Medienmanagement ist meiner Meinung nach total super! Man bekommt grade auf dem praktischen Weg viel geboten! Der Student legt hier selbst Hand an,...Erfahrungsbericht weiterlesen",Mittweida,mittweida kleinstadt weder shoppingtechnisch clubtechnisch bieten größe irgendwie charme lernt schnell leute kennen trifft alltag oft wunder hälfte einwohnern studenten medienmanagement meinung total super bekommt grade praktischen geboten legt hand erfahrungsbericht weiterlesen,0.16666666666666666,Sonstiges
"Ich mag meinen Studiengang und meinen Studienort. Mein Studiengang ist so Praxisreich und vielseitig, das es nie langweilig wird. Die Organisation lässt ab und zu zu wünschen übrig, aber ich bereue es nicht diesen Studiengang und Ort gewählt zu haben.",Mittweida,mag studienort praxisreich vielseitig nie langweilig organisation lässt wünschen übrig bereue ort gewählt,0.0,Organisation
"Das MM-Studium in MW ist ganz ok. Viele Vorlesungen gehen leider nicht wirklich in die Tiefe der Thematik. Dafür sind die Praxisprojekte umso hilfreicher. Wenn man sich in diese Projekte wirklich reinkniet, lernt man deutlich mehr als in den meisten Vorlesungen.",Mittweida,mw ganz vorlesungen gehen leider wirklich tiefe thematik dafür praxisprojekte umso hilfreicher projekte wirklich reinkniet lernt deutlich meisten vorlesungen,0.0,Praxisbezug
"Vor allem das neue Zentrum für Medien und Soziales ist mit modernster Technik augestattet, die auch verwendet und eingesetzt wird. Es ist immer genügend Platz in den Seminaren und Vorlesungen. Die Lehrveranstaltungen sind interessant und die meisten Dozenten sehr kompetent.",Mittweida,neue zentrum medien soziales modernster technik augestattet verwendet eingesetzt genügend platz seminaren vorlesungen lehrveranstaltungen interessant meisten dozenten kompetent,0.0,Dozenten
"Ich bin sehr zufrieden mit Dem Studiengang und der Uni. Gute Kommunikation zwischen Professoren und Studenten, rechtzeitige Bekanntgebung von Stundenplanänderungen usw. , gutes Mensaessen und freundliches Personal in Mensa, Bibo usw. Besonders Hochschul-App vereinfacht Unialltag",Mittweida,zufrieden gute kommunikation professoren studenten rechtzeitige bekanntgebung stundenplanänderungen usw gutes mensaessen freundliches personal mensa bibo usw besonders vereinfacht unialltag,0.0,Dozenten
"Mein Studium war eine gute Erfahrung, auch wenn manche Inhalte für einen Managementstudiengang meiner Meinung nach gefehlt haben (Englisch, Personalführung..)Allerdings gab es ein großes Praxisangebot mit vielen Projekten und Technik. Dadurch konnte man die Theorie sofort in die Praxis umsetzen.Der Studiengang wurde im letzten Jahr umgestellt, sodass ich nicht genau weiß wie dieser jetzt abläuft.",Mittweida,gute erfahrung inhalte managementstudiengang meinung gefehlt englisch personalführung allerdings gab großes praxisangebot vielen projekten technik dadurch konnte theorie sofort praxis wurde letzten jahr umgestellt sodass genau weiß abläuft,0.0,Technik
"Trotz seiner kleinen Größe hat Mittweida und vor allem die Hochschule Mittweida einiges zu bieten. Mit einem neu ausgebautem und modernem Medienzentrum wird uns Studenten sehr viel hochwertige Technik zur Verfügung gestellt, besonders zu erwähnen- das eigene Fernsehstudio. Veranstaltungen wie das Medienforum, die Internatinal Night und das Campusfestival ermöglichen erste Praxiserfahrung und Abwechslung im Unialltag. Alles in allem top ausgestattete Schule.",Mittweida,trotz kleinen größe mittweida mittweida bieten neu ausgebautem modernem medienzentrum studenten hochwertige technik verfügung gestellt besonders eigene fernsehstudio veranstaltungen medienforum internatinal night campusfestival ermöglichen erste praxiserfahrung abwechslung unialltag top ausgestattete schule,0.5,Technik
"An der Hochschule Mittweida wird sehr hoher Wert auf den Praxisbezug gelegt. Schon während des Studium können wir so Leitungsrollen in den einzelnen Projekten, wie zum Beispiel Campusfestival, Medienforum oder MedienMittweida übernehmen. In diesen Arbeiten wir sehr nah mit den Dozenten zusammen, und können austesten, inwiefern uns einzelne Bereiche liegen.Durch den hohen Praxisbezug geht jedoch die Theorie etwas unter. Die Lehrveranstaltungen sind recht eintönig, und die Klausuren nicht sehr...Erfahrungsbericht weiterlesen",Mittweida,mittweida hoher wert praxisbezug gelegt schon leitungsrollen einzelnen projekten beispiel campusfestival medienforum medienmittweida übernehmen arbeiten nah dozenten zusammen austesten inwiefern einzelne bereiche hohen praxisbezug geht theorie lehrveranstaltungen recht eintönig klausuren erfahrungsbericht weiterlesen,0.0,Dozenten
"Die Lehrveranstaltungen sind auf jeden Fall Zielorientiert ausgerichtet. Das heißt, wir wissen genau welches Ziel die Dozenten anstreben. Manche Lehrveranstaltungen sind etwas langweilig, aber das liegt am Inhalt des Lehrplanes. Generell haben wir sehr viele praktische Module, die immer Spass machen und Gruppenarbeiten fördern. Wir haben auch richtige Projekte, wie eine Studentenzeitung die täglich in Mittweida erscheint.Die Dozenten sind alle nett und hilfsbereit. Sie haben Ahnung von ihren...Erfahrungsbericht weiterlesen",Mittweida,lehrveranstaltungen fall zielorientiert ausgerichtet heißt wissen genau ziel dozenten anstreben lehrveranstaltungen langweilig liegt inhalt lehrplanes generell praktische module spass gruppenarbeiten fördern richtige projekte studentenzeitung täglich mittweida dozenten nett hilfsbereit ahnung erfahrungsbericht weiterlesen,0.0,Dozenten
"Besonders für Medienstudenten bietet die Hochschule Mittweida viele Möglichkeiten. Neben vielen theroretischen Grundlagen, erhalten die Studenten auch Einblicke in die Praxis. In den verschiedensten Projekten können sie ihr Wissen und ihr Talent unter Beweis stellen. Große Freude bereitet dabei, die hohe technische Ausstattung, sowie die fast schon familiäre Atmosphäre in der man lernt und arbeitet.",Mittweida,besonders medienstudenten bietet mittweida möglichkeiten neben vielen theroretischen grundlagen erhalten studenten einblicke praxis verschiedensten projekten wissen talent beweis stellen große freude bereitet hohe technische ausstattung sowie fast schon familiäre atmosphäre lernt arbeitet,0.2,Ausstattung
"Leider musste ich feststellen das ein guter Ruf allein, noch lange kein qualitativ hochwertiges und passables Studium ausmacht.Keine Frage, dass die die neue technische und hochwertige Ausstattung sehr gut ist und sich die Dozenten und Proffessoren bemühen, aber organisatorisch ist ""Katastrophe"" wohl noch geprahlt. Ich weiß sehr wohl das auch an anderen Unis nicht immer alles nach Plan läuft aber in diesem Ausmaß ist es nicht mehr schön....Erfahrungsbericht weiterlesen",Mittweida,leider feststellen guter ruf allein lange qualitativ hochwertiges passables frage neue technische hochwertige ausstattung gut dozenten proffessoren bemühen organisatorisch katastrophe wohl geprahlt weiß wohl unis plan läuft ausmaß schön erfahrungsbericht weiterlesen,0.0,Dozenten
Ich studiere im 2. Semester und bin völlig zufrieden. Technisch ist die HS super ausgestattet. Viel Praxis im Unterricht. So macht es Spaß und wird nicht langweilig. :)Leider ist die Organisation nicht der Hit.. Aber es macht viel Spaß. Kann es nur weiter empfehlen.,Mittweida,studiere völlig zufrieden technisch hs super ausgestattet praxis unterricht macht spaß langweilig leider organisation hit macht spaß empfehlen,0.3333333333333333,Organisation
"An sich finde ich das Studium spannend und auch sehr praxisbezogen. Leider habe ich das Gefühl, dass das Meiste zu kurz behandelt wird und kann mir momentan nicht vorstellen , dass ich am Ende meines Studiums in einem Bereich wirklich qualifiziert bin bzw. Fühle ich mich nicht einmal für ein Praktikum bereit, was wirklich schade ist. Meines Erachtens nach zu viel langweilige allgemeine Theorie ohne wirkliche Praxisvertiefung.",Mittweida,finde spannend praxisbezogen leider gefühl meiste kurz behandelt momentan vorstellen ende studiums bereich wirklich qualifiziert bzw fühle praktikum bereit wirklich schade erachtens langweilige allgemeine theorie wirkliche praxisvertiefung,0.0,Praxisbezug
Toller Studiengang mit viel viel praktischem Inhalt. Leider läuft in Letzer Zeit bei der Organisation häufig was schief und auf unsere Noten warten wir jetzt bereits 4 Monate... ansonsten aber super uni mit tollen Dozenten und meist spannenden vorlesungen und projekten.,Mittweida,toller praktischem inhalt leider läuft letzer zeit organisation häufig schief noten warten bereits 4 monate ansonsten super tollen dozenten meist spannenden vorlesungen projekten,0.3333333333333333,Dozenten
"Als ich die Zusage für das Studium in Mittweida bekommen habe, war ich um ehrlich zu sein erstmal nicht so begeistert. Denn man muss ehrlich zugeben, Mittweida ist keine Großstadt. Aber mit der Zeit wurde ich des Besseren belehrt und habe schnell gefallen gefunden am Studium und dem Leben in Mittweida. Das Studium an sich bietet viele Möglichkeiten und Facetten in die Medienwelt einzublicken. Nach und nach kann man sich...Erfahrungsbericht weiterlesen",Mittweida,zusage mittweida bekommen ehrlich erstmal begeistert ehrlich zugeben mittweida großstadt zeit wurde besseren belehrt schnell gefallen gefunden leben mittweida bietet möglichkeiten facetten medienwelt einzublicken erfahrungsbericht weiterlesen,0.0,Sonstiges
"Ich finde es sehr gut, dass mein Studium in dem Studiengang sehr praxisorientiert ist. So lernt man nicht nur die theoretischen Grundlagen, sondern auch direkt die praktische Anwendung. Man lernt so auch schnell aus gemachten Fehlern und die Dozenten stehen einem immer helfend zur Seite. Hier ist alles sehr familiär gehalten, besser kann es man es fast nicht machen.",Mittweida,finde gut praxisorientiert lernt theoretischen grundlagen direkt praktische anwendung lernt schnell gemachten fehlern dozenten stehen helfend seite familiär gehalten besser fast,0.2,Dozenten
"Ich habe auf jeden Fall viele neue Leute kennengelernt, vor allen Dingen auch aus anderen Bundesländern. Ich hätte nie erwartet das so viele aus dem ""Westen"" nach Mittweida kommen. Man betreibt oft Gruppenarbeiten was ziemlich schön ist, wobei es manchmal einfach zu viele Projekte auf einmal sind. Auch lässt durch das neue Mediengebäude, die Organisation etwas zu wünschen übrig, da einige Dinge immer noch nicht gehen. Ansonsten ist das Studium...Erfahrungsbericht weiterlesen",Mittweida,fall neue leute kennengelernt dingen bundesländern hätte nie erwartet westen mittweida kommen betreibt oft gruppenarbeiten ziemlich schön wobei manchmal einfach projekte lässt neue mediengebäude organisation wünschen übrig dinge gehen ansonsten erfahrungsbericht weiterlesen,0.0,Organisation
"Zwei-einhalb Jahre Medienmanagement liegen jetzt hinter mir und ich würde wieder anfangen in Mittweida zu studieren. Klar, was ist schon Mittweida und wo liegt das Kaff überhaupt - ABER das Studium ist eigentlich nicht zu toppen. Dank neuem Mediengebäude mit Top-Ausstattung sind Projekten kaum Grenzen gesetzt - das heißt Praxis pur. Ausprobieren geht da in allen Bereichen: ob Öffentlichkeitsarbeit, Projektmanagement, Journalismus und und und - ihr findet was....Erfahrungsbericht weiterlesen",Mittweida,jahre medienmanagement liegen anfangen mittweida klar schon mittweida liegt kaff überhaupt eigentlich toppen dank neuem mediengebäude projekten kaum grenzen gesetzt heißt praxis pur ausprobieren geht bereichen öffentlichkeitsarbeit projektmanagement journalismus findet erfahrungsbericht weiterlesen,0.0,Praxisbezug
"Das Studium in Mittweida zeichnet sich vorallem durch die vielen Praxismodule aus. Die Projekte sind alle rein von Studenten geführt, ein Prof hat lediglich im Hintergrund ein Auge drauf. Es gibt eine Regionalzeitung, Onlineportal zum Fachbereich Medien, ein Musikfestival und den größte von Studenten organisierte Medienkongress. Dort und ihn vielen weiteren Projekten kann man viele praktische Erfahrungen sammeln und so einen Einblick bekommen, was einen im Arbeitsleben erwartet. Dies ist...Erfahrungsbericht weiterlesen",Mittweida,mittweida zeichnet vorallem vielen praxismodule projekte rein studenten geführt prof lediglich hintergrund auge drauf gibt regionalzeitung onlineportal fachbereich medien musikfestival größte studenten organisierte medienkongress vielen weiteren projekten praktische erfahrungen sammeln einblick bekommen arbeitsleben erwartet erfahrungsbericht weiterlesen,0.0,Praxisbezug
"Die Hochschule Mittweida ist absolut weiter zum empfehlen. Wir lernen, leben und feiern an ein und dem selben Ort. Von der Ausstattung der Hochschule würden einige private Unis nur träumen. Ich könnte mir keine bessere Hochschule vorstellen, weil es hier noch um echte Praxiserfahrung geht und alle Professoren bemüht sind, das Studium nicht zu einer Qual sondern zu einem Erlebnis zu machen.",Mittweida,mittweida absolut empfehlen lernen leben feiern selben ort ausstattung private unis träumen bessere vorstellen echte praxiserfahrung geht professoren bemüht qual erlebnis,0.0,Dozenten
"Wenn es um Management geht, bestehen die Vorlesung von denen man hört meist aus trockener Theorie. Aber bei meinem Studium kann ich mit Überzeugung sagen, dass ich selbst noch als Student lerne, praktisch zu managen. Bereits im ersten Semester gab es eine große Gruppenarbeit, die uns beigebracht hat, ""professionell"" zu managen und in einem anderen Fach tiefgründige journalistische Recherchearbeiten. Jetzt im zweiten Semester haben wir sogar vier Gruppenarbeiten, jede in...Erfahrungsbericht weiterlesen",Mittweida,management geht bestehen vorlesung denen hört meist trockener theorie überzeugung sagen lerne praktisch managen bereits ersten gab große gruppenarbeit beigebracht professionell managen tiefgründige journalistische recherchearbeiten zweiten sogar vier gruppenarbeiten erfahrungsbericht weiterlesen,0.0,Sonstiges
Studium im mittweida ist super ! die Hochschule bietet einiges aber noch Verbesserungsfähig. es kommt echt darauf an was man draus macht. Ausstattung im neuen medien Zentrum ist vom feinsten und es stehen einem echt viele Möglichkeiten offen die man nutzen sollte !!!,Mittweida,mittweida super bietet verbesserungsfähig kommt echt darauf draus macht ausstattung neuen medien zentrum feinsten stehen echt möglichkeiten offen nutzen,0.3333333333333333,Ausstattung
"Die Hochschule Mittweida bietet eine hochmoderne Ausstattung mit der viel Praxisbezug möglich ist. Besonders angesprochen haben mich die Vertiefungsrichtungen im 3. Semester bei denen man 4 Auswahlmöglichkeiten hat. Die Dozenten sind fast alle freundlich und man kommt schnell in persönlichen Kontakt mit ihnen.Die Zahl der Studierenden in dem Studiengang hat sich erhöht, was ich leider nicht so vorteilhaft finde. Dennoch ist es möglich alles zu verstehen und zu...Erfahrungsbericht weiterlesen",Mittweida,mittweida bietet hochmoderne ausstattung praxisbezug möglich besonders angesprochen vertiefungsrichtungen denen 4 auswahlmöglichkeiten dozenten fast freundlich kommt schnell persönlichen kontakt zahl studierenden erhöht leider vorteilhaft finde dennoch möglich verstehen erfahrungsbericht weiterlesen,0.2,Dozenten
"Für medien Studenten ist die Hochschule Mittweida eine sehr gute wahl. Mit dem neuen Medienzentrum verfügen wir über die bestmögliche austattung. Auch dozenten sind sehr kompetent. Teils mangelt es an der Organisation der Hochschule, was aber meiner Meinung nach an jeder Uni/Hochschule passieren kann.",Mittweida,medien studenten mittweida gute wahl neuen medienzentrum verfügen bestmögliche austattung dozenten kompetent teils mangelt organisation meinung passieren,0.0,Dozenten
"Top Schule, top Ausrüstung, top Mensa, top Leute, top Studentenclub. Ich habe mich sehr schnell in Mittweida eingelebt. Man bekommt an der Hochschule ein Gefühl des Zusammenhalts. Meiner Meinung nach, ist das Verhältnis zwischen Dozenten und Studenten sehr persönlich, im Vergleich zu großen Universitäten.",Mittweida,top schule top ausrüstung top mensa top leute top studentenclub schnell mittweida eingelebt bekommt gefühl zusammenhalts meinung verhältnis dozenten studenten persönlich vergleich großen universitäten,0.5,Dozenten
"Auch wenn Mittweida nicht gerade Standortvorteile und ein tolles Studentenleben neben dem Studium bietet, gibt es durchaus Vorteile. Neben Europas modernstem Medienzentrum, vielen studentischen Medienprojekten und dem sehr preiswerten Leben schätzt man natürlich auch die viel engeren Freundschaften und persönlicheren Feiern. Ein Studium ist immer das, was du daraus machst und Mittweida bietet definitiv die Möglichkeiten, die schönste Zeit im Leben daraus zu machen.",Mittweida,mittweida gerade standortvorteile tolles studentenleben neben bietet gibt durchaus vorteile neben europas modernstem medienzentrum vielen studentischen medienprojekten preiswerten leben schätzt natürlich engeren freundschaften persönlicheren feiern daraus machst mittweida bietet definitiv möglichkeiten schönste zeit leben daraus,0.0,Praxisbezug
"Super Uni einfach klasse vorallem für den Studiengang Medienmanagement, nur leider meiner Meinung nach der falsche Standort. Nichts los kein Studenten Leben vorhanden. Aber die Studenten machen das beste daraus.",Mittweida,super einfach klasse vorallem medienmanagement leider meinung falsche standort los studenten leben vorhanden studenten beste daraus,0.3333333333333333,Sonstiges
"Mittweida ist zwar keine Metropole, aber genau das macht den Studienort so besonders. Der Campus ist überschaulich und sehr familiär. Das Studium in Mittweida war die beste Entscheidung meines Lebens. Ich habe mich definitiv für den richtigen Studiengang entschieden. Die zahlreichen Projekte, die man während des Studiums mitgestalten kann, haben mir meinen Berufsweg erleichtert. Vorlesungen und Praxis waren stets ausgewogen und man konnte sich selbst ausprobieren und testen. Das Studium...Erfahrungsbericht weiterlesen",Mittweida,mittweida metropole genau macht studienort besonders campus überschaulich familiär mittweida beste entscheidung lebens definitiv richtigen entschieden zahlreichen projekte studiums mitgestalten berufsweg erleichtert vorlesungen praxis stets ausgewogen konnte ausprobieren testen erfahrungsbericht weiterlesen,0.0,Praxisbezug
"Da ich gerade erst die Prüfungen des 1. Semesters abgeschlossen habe, bin ich noch nicht ganz so lange an der Hochschule. Meine Erfahrungen im 1. Semester waren aber durchgehend positiv. Die Lehrveranstaltungen sind sehr gut gestaltet. Da man sich im 3. Semester auf eine bestimmte Fachrichtung spezialisiert, werden im 1. und 2. Semester Grundlagen aus allen Bereichen vermittelt, somit kommt es natürlich auch vor, dass einen einige Fachbereiche bzw. Module...Erfahrungsbericht weiterlesen",Mittweida,gerade erst prüfungen semesters abgeschlossen ganz lange erfahrungen durchgehend positiv lehrveranstaltungen gut gestaltet bestimmte fachrichtung spezialisiert grundlagen bereichen vermittelt somit kommt natürlich fachbereiche bzw module erfahrungsbericht weiterlesen,0.0,Sonstiges
"Die Lehrveranstaltungen sind sehr unterschiedlich, aber überwiegend gut, da die Dozenten hauptsächlich selbst aus der Praxis kommen und wissen, wovon sie reden. Leider passiert es trotzdem öfter, dass z.B. seit Jahren die gleiche Power Point Präsentation verwendet wird. Bei den Kapazitäten kann ich nicht meckern. In den Hörsälen und Seminarräumen ist immer genügend Platz und die Gruppen sind so aufgeteilt, dass jeder etwas mitbekommt.Auch von der Austattung ist...Erfahrungsbericht weiterlesen",Mittweida,lehrveranstaltungen unterschiedlich überwiegend gut dozenten hauptsächlich praxis kommen wissen wovon reden leider passiert trotzdem öfter seit jahren gleiche power point präsentation verwendet kapazitäten meckern hörsälen seminarräumen genügend platz gruppen aufgeteilt austattung erfahrungsbericht weiterlesen,0.0,Dozenten
"Ich studiere seit nun fast einem halben Jahr. Habe das erste Semester gerade hinter mir. Soweit so gut. Es gibt Dozenten die sich für dich einsetzen und dir alles erklären wenn du nur genügend Interesse zeigst.Im 1. Semester hatte ich Journalistik, Medienrecht, Medienproduktion, Projektmanagement, Finanzmathematik und allgemeine BWL. Jeder der sich auf den Hintern setzt und ein bisschen lernt, kann auch bestehen. Es ist nichts unmöglich! Ich persönlich...Erfahrungsbericht weiterlesen",Mittweida,studiere seit fast halben jahr erste gerade soweit gut gibt dozenten einsetzen erklären genügend interesse journalistik medienrecht medienproduktion projektmanagement finanzmathematik allgemeine bwl hintern setzt bisschen lernt bestehen unmöglich persönlich erfahrungsbericht weiterlesen,0.2,Dozenten
Familiäe Atmo und unglaublich enger Kontakt zu den Dozenten.Studenten wird geholfen wenn sie Schwierigkeiten haben. Die Wege auf dem Campus sind kurz und der Wohnraum ist sehr günstig.,Mittweida,familiäe atmo unglaublich enger kontakt geholfen schwierigkeiten wege campus kurz wohnraum günstig,0.0,Ausstattung
"Wir haben in Mittweida das modernste Medienzentrum Europas. Trotzdem ist vieles nach dem Bau des Zentrums noch nicht abgeschlossen und ausbaufähig. Das Studium an sich schätze ich schon als relativ leicht ein, jedoch beansprucht ein straffer Modulplan viel (Frei-)Zeit. Ein Manko finde ich, dass man bei Medienmanagement viele Teilbereiche wie Fernsehen, Radio, Film, Event usw. nur anreißt und nie richtig vertieft. Man lernt vieles, aber nichts so richtig intensiv. Das...Erfahrungsbericht weiterlesen",Mittweida,mittweida modernste medienzentrum europas trotzdem vieles bau zentrums abgeschlossen ausbaufähig schätze schon relativ leicht beansprucht straffer modulplan zeit manko finde medienmanagement teilbereiche fernsehen radio film event usw anreißt nie richtig vertieft lernt vieles richtig intensiv erfahrungsbericht weiterlesen,0.0,Sonstiges
"An der Hochschule ist wirklich so gut wie nichts auszusetzen schade ist nur, dass Mittweida trotz der vielen Studenten ein recht verschlafener Ort ist vorallem am Wochenende ""flüchten"" alle in ihre Heimatstadt und die Straßen in Mittweida sind leer.",Mittweida,wirklich gut auszusetzen schade mittweida trotz vielen studenten recht verschlafener ort vorallem wochenende flüchten heimatstadt straßen mittweida leer,0.0,Sonstiges
"Dieses Jahr wurde mein Studiengang neu strukturiert, was uns Erstis ziemlich überfordert hat bzw. noch überfordert. Die Grundlagen werden in uns rein getrichtert und selbst die HS ist damit überfordert. Wir sind fast 200 Studenten, wofür die HS, meiner Meinung nach, nicht ausgelegt ist. Trotzdem ein sehr interessanter Studiengang mit tollen Dozenten.",Mittweida,jahr wurde neu strukturiert erstis ziemlich überfordert bzw überfordert grundlagen rein getrichtert hs überfordert fast 200 studenten wofür hs meinung ausgelegt trotzdem interessanter tollen dozenten,0.2,Dozenten
Im ziemlich unscheinbaren Mittweida in Sachsen ist die Welt der Studenten noch in Ordnung. Es macht einfach Spaß. Der Studiengang Medienmanagement ist definitiv meine Passion.,Mittweida,ziemlich unscheinbaren mittweida sachsen welt studenten ordnung macht einfach spaß medienmanagement definitiv passion,0.0,Sonstiges
In diesem kleinen Ort habe ich mich schnell eingelebt. Es gab wirklich sehr viel Starthilfe. Die Kommolitonen sind sehr freundlich und der Kontakt so älteren Semestlern ist sehr leicht zu knüpfen. Der Unialltag verlangt viel. Neben Theorie und Praxis ist die Anforderung an das Selbststudium sehr hoch. Dies sollte aber jedem angehenden Studenten bewusst sein und nicht als Negativ empfunden werden.,Mittweida,kleinen ort schnell eingelebt gab wirklich starthilfe kommolitonen freundlich kontakt älteren semestlern leicht knüpfen unialltag verlangt neben theorie praxis anforderung selbststudium hoch angehenden studenten bewusst negativ empfunden,0.0,Praxisbezug
"Das Studium in Mittweida ist ideal für alle, die nach der Schule endlich anfangen wollen, selbst etwas zu gestalten. Mit jeder Menge Praxis steht dem Einstieg ins Berufsleben nichts mehr im Wege. Erfahrungen un soziale Kompetenzen bringen jeden voran. Und dazu gibt´s noch jede Menge Spaß und Freude in den verschiedensten Projekten, in denen man mit anpacken kann. Durch die Vielfältigkeit im Bachelor konnte ich mich entscheiden, in welche Richtung...Erfahrungsbericht weiterlesen",Mittweida,mittweida ideal schule endlich anfangen gestalten menge praxis steht einstieg berufsleben wege erfahrungen un soziale kompetenzen bringen voran menge spaß freude verschiedensten projekten denen anpacken vielfältigkeit bachelor konnte entscheiden richtung erfahrungsbericht weiterlesen,0.9,Praxisbezug
"Zu Beginn war ich etwas demotiviert da ich nicht unbedingt nach Mittweida ziehen wollte, ich war bis dato Dresden als sehr schöne und angenehme Stadt gewohnt. Aber es ist ganz einfach - es kommt immer darauf an was man aus seiner eigenen Situation macht!",Mittweida,beginn demotiviert unbedingt mittweida ziehen dato dresden schöne angenehme stadt gewohnt ganz einfach kommt darauf eigenen situation macht,0.0,Sonstiges
"Durch die Verantwortlichkeiten, die die Studenten erhalten, wird an der Hochschule Mittweida leider die sogenannte Vetternwirtschaft gefördert. Dadurch kann man schnell übervorteilt werden. Die Dozenten haben zum Teil selbst keine Ahnung von dem was sie tun, wenn, dann sind deren Veranstaltungen effizient, informativ und gut zugänglich. Das Einschreibesystem und teilweise die Vorgabe der zu absolvierenden Module sollten überdacht werden, weil dies das ein oder andere Mal zu ungewollten Verlängerungen des...Erfahrungsbericht weiterlesen",Mittweida,verantwortlichkeiten studenten erhalten mittweida leider sogenannte vetternwirtschaft gefördert dadurch schnell übervorteilt dozenten teil ahnung tun deren veranstaltungen effizient informativ gut zugänglich einschreibesystem teilweise vorgabe absolvierenden module sollten überdacht mal ungewollten verlängerungen erfahrungsbericht weiterlesen,0.0,Dozenten
"Der Studiengang ist eine gelungene Kombination aus bwl, Informatik und Medienproduktion. Je nach Interesse kann man ab dem 3. Semester einen Schwerpunkt wählen. Vielen ist zu beginn des Studiums nicht bewusst, dass so ein großer Informatikanteil ist. Dennoch bin ich froh, dass dieser im Lehrplan ist.",OMM,gelungene kombination bwl informatik medienproduktion je interesse schwerpunkt wählen vielen beginn studiums bewusst großer informatikanteil dennoch froh lehrplan,0.0,Sonstiges
"In OMM lernt man wirklich sehr viele Grundkenntnisse. Man startet mit programmieren, Webanwendungen, BWL und Marketing.Man sollte den Programmierteil nicht unterschätzen, wer also kein Interesse daran hat, sollte diesen Studiengang nicht wählen.Die Stundenpläne sind in Ordnung und man hat auch etwas Freizeit, wenn man sich alles gut einteilt.",OMM,omm lernt wirklich grundkenntnisse startet programmieren webanwendungen bwl programmierteil unterschätzen wer interesse daran stundenpläne ordnung freizeit gut einteilt,0.0,Praxisbezug
"Das Studium ist super interessant und sehr gut organisiert. Es bietet eine hervorragende Mischung aus Theorie und Praxis, was zu einem tiefen Verständnis der Materie führt. Mit engagierten Dozenten und einer tollen Studierendengemeinschaft ist es eine bereichernde Erfahrung. Das Studium bietet nicht nur umfassendes Fachwissen, sondern fördert auch kritisches Denken und Selbstständigkeit. Die Lehrpläne sind aktuell und an den Bedürfnissen des Arbeitsmarktes ausgerichtet, wodurch Absolventen hervorragende Berufschancen haben. Die Universität...Erfahrungsbericht weiterlesen",OMM,super interessant gut organisiert bietet hervorragende mischung theorie praxis tiefen verständnis materie führt engagierten dozenten tollen studierendengemeinschaft bereichernde erfahrung bietet umfassendes fachwissen fördert kritisches denken selbstständigkeit lehrpläne aktuell bedürfnissen arbeitsmarktes ausgerichtet wodurch absolventen hervorragende berufschancen erfahrungsbericht weiterlesen,0.3333333333333333,Dozenten
"Im idyllischen Vaihingen liegt die Hochschule der Medien. Organisatorisch ist die Hochschule sehr gut aufgestellt. Literatur und Technik sind up to date und Studieninhalte werden auch jaehrlich aktualisiert. Dies ist wichtig, da wir wissen wie schnell die Trends der Medienwelt sind und sich aendern.",OMM,idyllischen vaihingen liegt medien organisatorisch gut aufgestellt literatur technik up to date studieninhalte jaehrlich aktualisiert wichtig wissen schnell trends medienwelt aendern,0.0,Technik
"Daher, dass der Studiengang Bereiche von IT, BWL aber auch Medienproduktion beinhaltet, wird man perfekt auf die Arbeitswelt vorbereitet und ist ein Allroundtalent.Man kann auch durch die Spezialisierung einen tieferen Einblick erhalten und dies gleich in den Projekten umsetzen.",OMM,daher bereiche it bwl medienproduktion beinhaltet perfekt arbeitswelt vorbereitet spezialisierung tieferen einblick erhalten gleich projekten umsetzen,0.0,Praxisbezug
